Mod:Item:MetaData, Localized Name
flammpfeil.slashblade:slashbladewhite, 利刀「白鞘」
flammpfeil.slashblade:slashbladewrapper, 鞘
flammpfeil.slashblade:slashbladenamed, 无铭「无名」
opencomputers:adapter:0, 适配器
opencomputers:assembler:0, 电子装配机
opencomputers:cable:0, 线缆
opencomputers:capacitor:0, 电容器
opencomputers:case1:0, T1机箱
opencomputers:case3:0, T3机箱
opencomputers:case2:0, T2机箱
opencomputers:chameliumblock:0, 变色材料块
opencomputers:charger:0, 充电机
opencomputers:disassembler:0, 分解机
opencomputers:diskdrive:0, 软盘驱动器
opencomputers:geolyzer:0, 地质分析仪
opencomputers:hologram1:0, T1全息投影仪
opencomputers:hologram2:0, T2全息投影仪
opencomputers:keyboard:0, 键盘
opencomputers:motionsensor:0, 运动传感器
opencomputers:powerconverter:0, 能量转换器
opencomputers:powerdistributor:0, 能量分配器
opencomputers:printer:0, 3D打印机
opencomputers:raid:0, 硬盘阵列柜
opencomputers:redstone:0, 红石I/O端口
opencomputers:relay:0, 中继器
opencomputers:screen1:0, T1显示屏
opencomputers:screen3:0, T3显示屏
opencomputers:screen2:0, T2显示屏
opencomputers:rack:0, 机架
opencomputers:waypoint:0, 路径点
opencomputers:casecreative:0, 创造模式机箱
opencomputers:microcontroller:0, 微控制器
opencomputers:print:0, 3D打印件
opencomputers:robotafterimage:0, 机器人
opencomputers:robot:0, robot.name
opencomputers:endstone:0, 人工末地石
opencomputers:netsplitter:0, 网络分断器
opencomputers:transposer:0, 转运器
opencomputers:carpetedcapacitor:0, 地毯式电容器
opencomputers:material:1, 腐蚀液
opencomputers:material:10, 算术逻辑单元(ALU)
opencomputers:material:15, 方向键
opencomputers:material:14, 按钮组
opencomputers:material:5, 扩展卡基板
opencomputers:material:28, 变色材料
opencomputers:material:3, 电路板
opencomputers:material:11, 控制单元(CU)
opencomputers:material:0, 切割线
opencomputers:material:29, 钻石片
opencomputers:material:12, 盘片
opencomputers:material:23, T1无人机外壳
opencomputers:material:24, T2无人机外壳
opencomputers:material:25, 创造模式无人机外壳
opencomputers:material:27, 墨盒
opencomputers:material:26, 墨盒(空)
opencomputers:material:13, 因特网
opencomputers:material:7, T1微芯片
opencomputers:material:8, T2微芯片
opencomputers:material:9, T3微芯片
opencomputers:material:20, T1微控制器外壳
opencomputers:material:21, T2微控制器外壳
opencomputers:material:22, 创造模式微控制器外壳
opencomputers:material:16, 数字键盘
opencomputers:material:4, 印刷电路板(PCB)
opencomputers:material:2, 未加工电路板
opencomputers:material:17, T1平板电脑外壳
opencomputers:material:18, T2平板电脑外壳
opencomputers:material:19, T3平板电脑外壳
opencomputers:material:6, 晶体管
opencomputers:tool:0, 分析器
opencomputers:tool:1, 网络调试器
opencomputers:tool:4, 开放式电脑手册
opencomputers:tool:5, 纳米机器
opencomputers:tool:2, 远程终端
opencomputers:tool:3, 材质获取器
opencomputers:wrench, 螺丝刀扳手
opencomputers:hoverboots, 悬浮靴子
opencomputers:component:16, T1加速处理器(APU)
opencomputers:component:17, T2加速处理器(APU)
opencomputers:component:18, 创造模式加速处理器(APU)
opencomputers:component:3, T1组件总线
opencomputers:component:4, T2组件总线
opencomputers:component:5, T3组件总线
opencomputers:component:0, T1中央处理器(CPU)
opencomputers:component:1, T2中央处理器(CPU)
opencomputers:component:2, T3中央处理器(CPU)
opencomputers:component:20, 机架式软盘驱动器
opencomputers:component:6, T1内存条
opencomputers:component:7, T1.5内存条
opencomputers:component:8, T2内存条
opencomputers:component:9, T2.5内存条
opencomputers:component:10, T3内存条
opencomputers:component:11, T3.5内存条
opencomputers:component:13, T1服务器
opencomputers:component:14, T2服务器
opencomputers:component:15, T3服务器
opencomputers:component:12, 创造模式服务器
opencomputers:component:19, 终端服务器
opencomputers:card:10, T1数据卡
opencomputers:card:11, T2数据卡
opencomputers:card:12, T3数据卡
opencomputers:card:0, 调试卡
opencomputers:card:1, T1显卡
opencomputers:card:2, T2显卡
opencomputers:card:3, T3显卡
opencomputers:card:8, 因特网卡
opencomputers:card:9, 直连卡
opencomputers:card:6, 网卡
opencomputers:card:4, T1红石卡
opencomputers:card:7, T2无线网卡
opencomputers:upgrade:32, 创造模式组件总线
opencomputers:upgrade:0, 天使方块升级
opencomputers:upgrade:1, T1电池升级
opencomputers:upgrade:2, T2电池升级
opencomputers:upgrade:3, T3电池升级
opencomputers:upgrade:4, 区块加载升级
opencomputers:upgrade:5, T1扩展卡容器
opencomputers:upgrade:6, T2扩展卡容器
opencomputers:upgrade:7, T3扩展卡容器
opencomputers:upgrade:8, T1升级容器
opencomputers:upgrade:9, T2升级容器
opencomputers:upgrade:10, T3升级容器
opencomputers:upgrade:11, 合成升级
opencomputers:upgrade:12, T1数据库升级
opencomputers:upgrade:13, T2数据库升级
opencomputers:upgrade:14, T3数据库升级
opencomputers:upgrade:15, 经验升级
opencomputers:upgrade:16, 发电机升级
opencomputers:upgrade:27, T1悬浮升级
opencomputers:upgrade:28, T2悬浮升级
opencomputers:upgrade:17, 物品栏升级
opencomputers:upgrade:18, 物品栏交互升级
opencomputers:upgrade:26, 拴绳升级
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, 导航升级
opencomputers:upgrade:20, 活塞升级
opencomputers:upgrade:21, 告示牌读写升级
opencomputers:upgrade:22, 太阳能发电机升级
opencomputers:upgrade:33, 粘性活塞升级
opencomputers:upgrade:23, 储罐升级
opencomputers:upgrade:24, 储罐交互升级
opencomputers:upgrade:25, 牵引光束升级
opencomputers:upgrade:29, 交易升级
opencomputers:upgrade:31, T1无线网卡
opencomputers:storage:0, EEPROM
opencomputers:storage:1, 软盘
opencomputers:storage:2, T1硬盘 (1MB)
opencomputers:storage:3, T2硬盘 (2MB)
opencomputers:storage:4, T3硬盘 (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, 微控制器
opencomputers:misc:0, Creatix
opencomputers:misc:0, 平板电脑
opencomputers:misc:0, 悬浮靴子
opencomputers:misc:0, EEPROM (Lua BIOS)
slashblade_addon:fpn_core, 波动光子纳米核心
slashblade_addon:slashblade_rf, item.slashBlade_RF.name
moretcon:liquidfusionite, 熔融聚变
moretcon:liquidirradium, 熔融辐照金属
moretcon:liquidsolarsteel, 熔融太阳钢
moretcon:liquidhydrogen, 氢气
moretcon:liquidgallium, 熔融镓
moretcon:liquidrunesteel, 熔融符文钢
moretcon:liquidgravitonium, 熔融重力鎓
moretcon:liquidtrichromadentium, 熔融三色合金
moretcon:liquidatronium, 熔融阿特尼亚
moretcon:liquidebonite, 熔融硬胶
moretcon:liquidfusionlava, 聚变熔岩
moretcon:liquidvalasium, 熔融维拉西恩
moretcon:liquidhallowsite, 熔融神圣石
moretcon:liquidblightsteel, 熔融枯萎钢
moretcon:liquidsanguiseelium, 熔融Sanguiseelium
moretcon:liquifiedsouls, 液态灵魂
moretcon:liquidzracohlium, 熔融Zracohlium
moretcon:liquidpenguinite, 熔融企鹅
moretcon:liquidironwood, 熔融铁树
moretcon:blockgravitoniumfaucet, 重力鎓浇注口
moretcon:blockfusionite, 聚变块
moretcon:orebedrockfusionite, 聚变基岩矿石
moretcon:orefusionite, 聚变矿石
moretcon:blockvalasium, 维拉西恩块
moretcon:blockirradium, 辐照金属块
moretcon:oreirradium, 辐照金属矿石
moretcon:blocksolarsteel, 太阳钢块
moretcon:orevoidspar, 虚空晶体矿石
moretcon:blockvoidspar, 虚空晶体块
moretcon:orenaturalvoidspar, 虚空晶体基岩矿石
moretcon:oreenderal, 末影晶体矿石
moretcon:blockenderal, 末影晶体块
moretcon:blockgarstone, 过载水晶块
moretcon:oregarstone, 过载水晶矿石
moretcon:blockgallium, 镓块
moretcon:oregallium, 镓矿石
moretcon:blockrunesteel, 符文钢块
moretcon:blocktrichromadentium, 三色合金块
moretcon:oregravitonium, 重力鎓矿石
moretcon:oregravitoniumdense, 富集重力鎓矿石
moretcon:blockgravitonium, 重力鎓块
moretcon:blocksteel, 钢块
moretcon:orebloodstone, 血石矿石
moretcon:blockbloodstone, 血石块
moretcon:oreechostone, 回音石矿石
moretcon:blockechostone, 回音石块
moretcon:oreigniglomerate, 烁岩矿簇
moretcon:blockigniglomerate, 烁岩块
moretcon:blockatronium, 阿特尼亚块
moretcon:oreebonite, 硬胶矿石
moretcon:blockebonite, 硬胶块
moretcon:oreerythynite, 永恒石矿石
moretcon:blockerythynite, 永恒石块
moretcon:oreetherstone, 以太石矿石
moretcon:blocketherstone, 以太石块
moretcon:oreelectarite, 雷电石矿石
moretcon:blockelectarite, 雷电石块
moretcon:orehallowsite, 神圣石矿石
moretcon:blockhallowsite, 神圣石块
moretcon:blockblightsteel, 枯萎钢块
moretcon:blocksanguiseelium, Sanguiseelium块
moretcon:orezracohlium, Zracohlium矿石
moretcon:blockzracohlium, Zracohlium块
moretcon:blockcobbledbedrock, 基岩圆石
moretcon:blockotherstone, 其他石头
moretcon:blockpenguinite, 企鹅块
moretcon:debugtool, ExistingEevee 的奇怪调试工具(E.E.S.D.T.)
moretcon:ingotfusionite, 聚变锭
moretcon:nuggetfusionite, 聚变粒
moretcon:ingotvalasium, 维拉西恩锭
moretcon:nuggetvalasium, 维拉西恩粒
moretcon:ingotirradium, 辐照金属锭
moretcon:nuggetirradium, 辐照金属粒
moretcon:ingotsolarsteel, 太阳钢锭
moretcon:nuggetsolarsteel, 太阳钢粒
moretcon:ingotgallium, 镓锭
moretcon:nuggetgallium, 镓粒
moretcon:ingotsteel, 钢锭
moretcon:nuggetsteel, 钢粒
moretcon:ingotgravitonium, 重力鎓锭
moretcon:nuggetgravitonium, 重力鎓粒
moretcon:ingotrunesteel, 符文钢锭
moretcon:nuggetrunesteel, 符文钢粒
moretcon:ingottrichromadentium, 三色合金锭
moretcon:nuggettrichromadentium, 三色合金粒
moretcon:ingotatronium, 阿特尼亚锭
moretcon:nuggetatronium, 阿特尼亚粒
moretcon:ingotebonite, 硬胶锭
moretcon:nuggetebonite, 硬胶粒
moretcon:ingothallowsite, 神圣石锭
moretcon:nuggethallowsite, 神圣石粒
moretcon:ingotblightsteel, 枯萎钢锭
moretcon:nuggetblightsteel, 枯萎钢粒
moretcon:ingotsanguiseelium, Sanguiseelium锭
moretcon:nuggetsanguiseelium, Sanguiseelium粒
moretcon:ingotzracohlium, Zracohlium锭
moretcon:nuggetzracohlium, Zracohlium粒
moretcon:gemvoidspar, 虚空晶体
moretcon:gemenderal, 末影晶体
moretcon:gemgarstone, 过载水晶
moretcon:gembloodstone, 血石
moretcon:gemechostone, 回音石
moretcon:gemigniglomerate, 烁岩碎片
moretcon:gemerythynite, 永恒石
moretcon:gemetherstone, 以太石
moretcon:gemelectarite, 雷电石
moretcon:crushingmodifier, 粉碎强化
moretcon:matterreconstructiongel, 物质重建凝胶
moretcon:carbonpile, 小撮碳
moretcon:rawsteel, 粗钢
moretcon:spacetimedisruptionpowder, 时空扰动粉末
moretcon:hydrogenrichredstonepowder, 富氢红石粉
moretcon:solidlightning, 固态闪电
moretcon:reforgeheavy, item.moretcon.reforgeheavy.name
moretcon:reforgesharpened, item.moretcon.reforgesharpened.name
moretcon:reforgeconsistant, item.moretcon.reforgeconsistant.name
moretcon:nuggetpenguinite, 企鹅粒
moretcon:ingotpenguinite, 企鹅锭
moretcon:gravitoniumsponge, 重力鎓海绵
moretcon:itemtrichromadentiumsponge:0, 完全填充 三色合金 重力鎓海绵
moretcon:itematroniumsponge:0, 完全填充 阿特尼亚 重力鎓海绵
moretcon:itemsolarsteelsponge:0, 完全填充 太阳钢 重力鎓海绵
moretcon:itemvalasiumsponge:0, 完全填充 维拉西恩 重力鎓海绵
moretcon:itemsanguiseeliumsponge:0, 完全填充 Sanguiseelium 重力鎓海绵
betternether:block_eyeball, Eyeball Block
betternether:block_eyeball_small, Small Eyeball Block
betternether:eye_seed, Eye Seed
betternether:netherrack_moss, Nether Moss
betternether:nether_grass, Nether Grass
betternether:nether_reed, Nether Reed
betternether:stalagnate_stem, Stalagnate
betternether:stalagnate_seed, Stalagnate Seed
betternether:stalagnate_bark, Stalagnate Bark
betternether:stalagnate_planks, Stalagnate Planks
betternether:stalagnate_planks_stairs, Stalagnate Stairs
betternether:stalagnate_planks_slab_half:0, Stalagnate Slab
betternether:stalagnate_planks_fence, Stalagnate Fence
betternether:stalagnate_planks_gate, Stalagnate Gate
betternether:stalagnate_planks_button, Stalagnate Button
betternether:stalagnate_planks_plate, Stalagnate Pressure Plate
betternether:reeds_block, Reeds Block
betternether:reeds_stairs, Reeds Stairs
betternether:reeds_slab_half:0, Reeds Slab
betternether:reeds_fence, Reeds Fence
betternether:reeds_gate, Reeds Gate
betternether:reeds_button, Reeds Button
betternether:reeds_plate, Reeds Pressure Plate
betternether:lucis_spore, Lucis Spore
betternether:nether_cactus, Nether Cactus
betternether:wart_seed, Wart Seed
betternether:barrel_cactus, Barrel Cactus
betternether:agave, Agave
betternether:black_bush, Black Bush
betternether:ink_bush_seed, Ink Bush Seed
betternether:smoker, Smoker
betternether:egg_plant, Egg Plant
betternether:black_apple_seed, Black Apple Seed
betternether:magma_flower, Magma flower seed
betternether:nether_mycelium, Nether Mycelium
betternether:orange_mushroom, Orange Mushroom
betternether:red_mold, Red Mold
betternether:gray_mold, Gray Mold
betternether:cincinnasite_ore, Cincinnasite Ore
betternether:cincinnasite_block, Cincinnasite Block
betternether:cincinnasite_forged, Forged Cincinnasite Block
betternether:cincinnasite_pillar, Cincinnasite Pillar
betternether:cincinnasite_bricks, Cincinnasite Bricks
betternether:cincinnasite_brick_plate, Cincinnasite Brick Plate
betternether:cincinnasite_stairs, Cincinnasite Stairs
betternether:cincinnasite_slab_half:0, Cincinnasite Slab
betternether:cincinnasite_button, Cincinnasite Button
betternether:cincinnasite_plate, Cincinnasite Plate
betternether:cincinnasite_lantern, Cincinnasite Lantern
betternether:cincinnasite_tile_large, Large Cincinnasite Tile
betternether:cincinnasite_tile_small, Small Cincinnasite Tile
betternether:cincinnasite_carved, Cincinnasite Carved
betternether:nether_brick_tile_large, Large Nether Brick Tile
betternether:nether_brick_tile_small, Small Nether Brick Tile
betternether:cincinnasite_wall, Cincinnasite Wall
betternether:bone_block, Bone Block
betternether:bone_stairs, Bone Stairs
betternether:bone_slab_half:0, Bone Slab
betternether:bone_button, Bone Button
betternether:bone_plate, Bone Pressure Plate
betternether:cincinnasite_fire_bowl, Cincinnasite Fire Bowl
betternether:bone_wall, Bone Wall
betternether:nether_brick_wall, Nether Brick Wall
betternether:nether_brick_tile_slab_half:0, Small Nether Brick Tile Slab
betternether:nether_brick_tile_stairs, Small Nether Brick Tile Stairs
betternether:bone_mushroom, Bone Mushroom Spores
betternether:reeds_ladder, Reeds Ladder
betternether:cincinnasite_bricks_pillar, Cincinnasite Brick Pillar
betternether:bone_tile, Bone Tile
betternether:cincinnasite_pedestal, Cincinnasite Pedestal
betternether:pig_statue_01, Respawner Statue
betternether:cincinnasite_pot, Cincinnasite Pot
betternether:cincinnasite_frame, Cincinnasite Frame
betternether:quartz_glass, Quartz Glass
betternether:quartz_glass_framed, Framed Quartz Glass
betternether:quartz_stained_glass:0, Quartz Stained Glass White
betternether:quartz_stained_glass:1, Quartz Stained Glass Orange
betternether:quartz_stained_glass:2, Quartz Stained Glass Magenta
betternether:quartz_stained_glass:3, Quartz Stained Glass Light Blue
betternether:quartz_stained_glass:4, Quartz Stained Glass Yellow
betternether:quartz_stained_glass:5, Quartz Stained Glass Lime
betternether:quartz_stained_glass:6, Quartz Stained Glass Pink
betternether:quartz_stained_glass:7, Quartz Stained Glass Gray
betternether:quartz_stained_glass:8, Quartz Stained Glass Silver
betternether:quartz_stained_glass:9, Quartz Stained Glass Cyan
betternether:quartz_stained_glass:10, Quartz Stained Glass Purple
betternether:quartz_stained_glass:11, Quartz Stained Glass Blue
betternether:quartz_stained_glass:12, Quartz Stained Glass Brown
betternether:quartz_stained_glass:13, Quartz Stained Glass Green
betternether:quartz_stained_glass:14, Quartz Stained Glass Red
betternether:quartz_stained_glass:15, Quartz Stained Glass Black
betternether:cincinnasite_bars, Cincinnasite Bars
betternether:quartz_glass_pane, Quartz Glass Pane
betternether:quartz_glass_framed_pane, Framed Quartz Glass Pane
betternether:cincinnasite_forge, Cincinnasite Forge
betternether:netherrack_furnace, Netherrack Furnace
betternether:bone_reed_door, Bone-Reed Door
betternether:bone_cincinnasite_door, Bone-Cincinnasite Door
betternether:quartz_stained_glass_framed:0, Framed Quartz Stained Glass White
betternether:quartz_stained_glass_framed:1, Framed Quartz Stained Glass Orange
betternether:quartz_stained_glass_framed:2, Framed Quartz Stained Glass Magenta
betternether:quartz_stained_glass_framed:3, Framed Quartz Stained Glass Light Blue
betternether:quartz_stained_glass_framed:4, Framed Quartz Stained Glass Yellow
betternether:quartz_stained_glass_framed:5, Framed Quartz Stained Glass Lime
betternether:quartz_stained_glass_framed:6, Framed Quartz Stained Glass Pink
betternether:quartz_stained_glass_framed:7, Framed Quartz Stained Glass Gray
betternether:quartz_stained_glass_framed:8, Framed Quartz Stained Glass Silver
betternether:quartz_stained_glass_framed:9, Framed Quartz Stained Glass Cyan
betternether:quartz_stained_glass_framed:10, Framed Quartz Stained Glass Purple
betternether:quartz_stained_glass_framed:11, Framed Quartz Stained Glass Blue
betternether:quartz_stained_glass_framed:12, Framed Quartz Stained Glass Brown
betternether:quartz_stained_glass_framed:13, Framed Quartz Stained Glass Green
betternether:quartz_stained_glass_framed:14, Framed Quartz Stained Glass Red
betternether:quartz_stained_glass_framed:15, Framed Quartz Stained Glass Black
betternether:chest_of_drawers, tile.chest_of_drawers.name
betternether:black_apple, Black Apple
betternether:cincinnasite, Cincinnasite
betternether:cincinnasite_pickaxe, Cincinnasite Pickaxe
betternether:cincinnasite_pickaxe_diamond, Cincinnasite-Diamond Pickaxe
betternether:stalagnate_bowl, Stalagnate Bowl
betternether:stalagnate_bowl_wart, Wart Soup
betternether:stalagnate_bowl_mushroom, Mushroom Stew
betternether:stalagnate_bowl_apple, Black Apple
betternether:cincinnasite_axe, Cincinnasite Axe
betternether:cincinnasite_axe_diamond, Cincinnasite-Diamond Axe
editenchanting:enchantment_edit_table, 祛魔编辑台
pewter:pewterfluid, fluid.other.name
slashbladetic:blade_station, 拔刀剑装配台
slashbladetic:blade_forge, 拔刀剑锻造台
forge:bucketfilled, %s Bucket
appliedenergistics2:quartz_ore, 赛特斯石英矿石
appliedenergistics2:charged_quartz_ore, 充能赛特斯石英矿石
appliedenergistics2:matrix_frame, 矩阵框架
appliedenergistics2:quartz_block, 赛特斯石英块
appliedenergistics2:quartz_pillar, 赛特斯竖纹石英块
appliedenergistics2:chiseled_quartz_block, 錾制赛特斯石英块
appliedenergistics2:quartz_glass, 石英玻璃
appliedenergistics2:quartz_vibrant_glass, 聚能石英玻璃
appliedenergistics2:quartz_fixture, 充能石英火把
appliedenergistics2:fluix_block, 福鲁伊克斯块
appliedenergistics2:sky_stone_block, 陨石
appliedenergistics2:smooth_sky_stone_block, 陨石块
appliedenergistics2:sky_stone_brick, 陨石石砖
appliedenergistics2:sky_stone_small_brick, 陨石砖块
appliedenergistics2:sky_stone_chest, 陨石箱子
appliedenergistics2:smooth_sky_stone_chest, 陨石块箱子
appliedenergistics2:sky_compass, 陨石罗盘
appliedenergistics2:grindstone, 石英磨具
